"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","1006611"
"2016-02","150 x 22","358839","4595"
"2016-02","150 x 25","45515","4595"
"2016-02","150 x 30","249222","4595"
"2016-02","150 x 37","734","4595"
"2016-02","150 x 40","253705","4595"
"2016-02","150 x 42","189280","4595"
"2016-02","150 x 45","2504629","4595"
"2016-02","150 x 50","527021","4595"
"2016-02","160 x 150","3611631","4595"
"2016-02","160 x 160","5556","4595"
"2016-02","160 x 600","30639279","4595"
"2016-02","165 x 45","211250","4595"
"2016-02","168 x 28","2","4595"
"2016-02","170 x 20","552711","4595"
"2016-02","170 x 30","37765","4595"
"2016-02","170 x 40","18264","4595"
"2016-02","170 x 60","205","4595"
"2016-02","180 x 150","14250505","4595"
"2016-02","180 x 20","294572","4595"
"2016-02","180 x 30","1283261","4595"
"2016-02","180 x 40","2959","4595"
"2016-02","180 x 52","40564","4595"
"2016-02","195 x 22","17","4595"
"2016-02","196 x 27","401966","4595"
"2016-02","2 x 1","110004","4595"
"2016-02","200 x 12","2581025","4595"
"2016-02","200 x 160","723232","4595"
"2016-02","200 x 20","2863571","4595"
"2016-02","200 x 25","123816","4595"
"2016-02","200 x 40","819165","4595"
"2016-02","200 x 43","1","4595"
"2016-02","200 x 45","192197","4595"
"2016-02","200 x 50","1074722","4595"
"2016-02","200 x 90","949901","4595"
"2016-02","210 x 50","779","4595"
"2016-02","220 x 30","9519680","4595"
"2016-02","220 x 90","20491273","4595"
"2016-02","226 x 90","13831792","4595"
"2016-02","230 x 45","58418","4595"
"2016-02","230 x 80","6154645","4595"
"2016-02","230 x 90","1866687","4595"
"2016-02","234 x 60","4704586","4595"
"2016-02","235 x 15","10097181","4595"
"2016-02","235 x 16","897327","4595"
"2016-02","235 x 90","5745357","4595"
"2016-02","240 x 50","6531","4595"
"2016-02","250 x 208","54616","4595"
"2016-02","250 x 40","17029164","4595"
"2016-02","260 x 53","399615","4595"
"2016-02","265 x 22","2994363","4595"
"2016-02","280 x 100","25285631","4595"
"2016-02","292 x 60","207719","4595"
"2016-02","296 x 37","246090","4595"
"2016-02","298 x 75","717205","4595"
"2016-02","3 x 3","81820419","4595"
"2016-02","3 x 5","36","4595"
"2016-02","300 x 100","37849631","4595"
"2016-02","300 x 1050","4","4595"
"2016-02","300 x 150","3515096","4595"
"2016-02","300 x 180","971902","4595"
"2016-02","300 x 200","154","4595"
"2016-02","300 x 250","265104506","4595"
"2016-02","300 x 30","20188","4595"
"2016-02","300 x 325","241404","4595"
"2016-02","300 x 35","17098","4595"
"2016-02","300 x 40","8076","4595"
"2016-02","300 x 50","5068492","4595"
"2016-02","300 x 600","6248536","4595"
"2016-02","320 x 160","144","4595"
"2016-02","320 x 25","2863315","4595"
"2016-02","320 x 26","418037","4595"
"2016-02","320 x 28","1457649","4595"
"2016-02","320 x 30","4362698","4595"
"2016-02","320 x 50","292825157","4595"
"2016-02","350 x 50","128368","4595"
"2016-02","360 x 150","6404291","4595"
"2016-02","360 x 50","1185757","4595"
"2016-02","370 x 220","1666344","4595"
"2016-02","400 x 50","443923","4595"
"2016-02","468 x 60","968595","4595"
"2016-02","470 x 200","6","4595"
"2016-02","500 x 70","8437","4595"
"2016-02","502 x 100","21026","4595"
"2016-02","535 x 40","23","4595"
"2016-02","600 x 60","567777","4595"
"2016-02","600 x 74","299085","4595"
"2016-02","616 x 156","233360","4595"
"2016-02","620 x 140","888099","4595"
"2016-02","636 x 409","339989","4595"
"2016-02","636 x 60","249873","4595"
"2016-02","64 x 32","7547001","4595"
"2016-02","640 x 35","587420","4595"
"2016-02","640 x 360v","71594306","4595"
"2016-02","650 x 100","1398","4595"
"2016-02","650 x 137","1881968","4595"
"2016-02","650 x 60","354585","4595"
"2016-02","650 x 80","271996","4595"
"2016-02","700 x 150","7034","4595"
"2016-02","720 x 300","132219","4595"
"2016-02","728 x 90","186083425","4595"
"2016-02","75 x 23","720","4595"
"2016-02","75 x 40","6441","4595"
"2016-02","758 x 100","46479","4595"
"2016-02","768 x 1024","4601","4595"
"2016-02","780 x 60","35429","4595"
"2016-02","880 x 60","144281","4595"
"2016-02","920 x 60","1287","4595"
"2016-02","940 x 700","13705","4595"
"2016-02","940 x 90","161993","4595"
"2016-02","943 x 523","1116462","4595"
"2016-02","960 x 100","32","4595"
"2016-02","960 x 150","8285","4595"
"2016-02","960 x 50","930029","4595"
"2016-02","960 x 60","3794457","4595"
"2016-02","960 x 700","16101","4595"
"2016-02","970 x 60","506404","4595"
"2016-02","970 x 90","6202886","4595"
"2016-02","980 x 40","26785","4595"
"2016-02","980 x 50","424398","4595"
"2016-02","980 x 60","57714","4595"
"2016-02","980 x 700","647940","4595"
"2016-02","980 x 90","308884","4595"
"2016-02","981 x 700","6513","4595"
"2016-02","985 x 50","5094591","4595"
"2016-02","985 x 55","896982","4595"
"2016-02","991 x 700","2876","4595"
"2016-02","Out-of-page","9052392","4595"
"2016-03","1 x 1","18882742","4595"
"2016-03","1 x 3","3671457","4595"
"2016-03","1 x 4","228356","4595"
"2016-03","1 x 5","26144","4595"
"2016-03","100 x 20","9045","4595"
"2016-03","100 x 30","450323","4595"
"2016-03","1000 x 509","15982","4595"
"2016-03","1000 x 700","17640","4595"
"2016-03","1024 x 120","221","4595"
"2016-03","1024 x 66","73373","4595"
"2016-03","1024 x 768","13255","4595"
"2016-03","104 x 30","181","4595"
"2016-03","110 x 27","2682606","4595"
"2016-03","115 x 130","13303","4595"
"2016-03","120 x 40","16853","4595"
"2016-03","120 x 60","5835325","4595"
"2016-03","120 x 90","95413","4595"
"2016-03","125 x 35","1","4595"
"2016-03","130 x 45","98108","4595"
"2016-03","135 x 20","1524752","4595"
"2016-03","135 x 50","42753","4595"
"2016-03","140 x 30","6399878","4595"
"2016-03","145 x 22","1837325","4595"
"2016-03","150 x 20","2205399","4595"
"2016-03","150 x 22","576544","4595"
"2016-03","150 x 25","614763","4595"
"2016-03","150 x 30","216138","4595"
"2016-03","150 x 37","180","4595"
"2016-03","150 x 40","153467","4595"
"2016-03","150 x 42","26364","4595"
"2016-03","150 x 45","3818689","4595"
"2016-03","150 x 50","942573","4595"
"2016-03","160 x 150","2759574","4595"
"2016-03","160 x 160","5967","4595"
"2016-03","160 x 260","9173","4595"
"2016-03","160 x 600","18732306","4595"
"2016-03","165 x 45","325281","4595"
"2016-03","168 x 28","4","4595"
"2016-03","170 x 20","3075251","4595"
"2016-03","170 x 30","25054","4595"
"2016-03","170 x 40","14502","4595"
"2016-03","170 x 60","55","4595"
"2016-03","180 x 150","20598657","4595"
"2016-03","180 x 20","487903","4595"
"2016-03","180 x 30","1401478","4595"
"2016-03","180 x 40","1138","4595"
"2016-03","180 x 52","66498","4595"
"2016-03","195 x 22","20","4595"
"2016-03","196 x 27","592161","4595"
"2016-03","200 x 12","2878748","4595"
"2016-03","200 x 160","942056","4595"
"2016-03","200 x 20","2012392","4595"
"2016-03","200 x 25","205972","4595"
"2016-03","200 x 30","93688","4595"
"2016-03","200 x 40","1071896","4595"
"2016-03","200 x 45","160261","4595"
"2016-03","200 x 50","255922","4595"
"2016-03","200 x 90","1065644","4595"
"2016-03","210 x 50","1284","4595"
"2016-03","215 x 122","102923","4595"
"2016-03","220 x 30","1928510","4595"
"2016-03","220 x 90","26253258","4595"
"2016-03","226 x 26","3681","4595"
"2016-03","226 x 90","20499411","4595"
"2016-03","230 x 45","82287","4595"
"2016-03","230 x 80","14861","4595"
"2016-03","230 x 90","2874736","4595"
"2016-03","234 x 60","9679257","4595"
"2016-03","235 x 15","13248985","4595"
"2016-03","235 x 16","1726891","4595"
"2016-03","235 x 90","5795557","4595"
"2016-03","240 x 50","9803","4595"
"2016-03","250 x 208","94198","4595"
"2016-03","250 x 40","5898448","4595"
"2016-03","250 x 45","7","4595"
"2016-03","260 x 53","716136","4595"
"2016-03","265 x 22","4449393","4595"
"2016-03","280 x 100","34650293","4595"
"2016-03","292 x 60","365443","4595"
"2016-03","298 x 75","859631","4595"
"2016-03","3 x 3","103842968","4595"
"2016-03","300 x 100","56889133","4595"
"2016-03","300 x 1050","2","4595"
"2016-03","300 x 150","5367067","4595"
"2016-03","300 x 180","2013152","4595"
"2016-03","300 x 200","153","4595"
"2016-03","300 x 250","306376517","4595"
"2016-03","300 x 30","13850","4595"
"2016-03","300 x 325","326069","4595"
"2016-03","300 x 35","11949","4595"
"2016-03","300 x 40","9293","4595"
"2016-03","300 x 50","3860555","4595"
"2016-03","300 x 600","5662531","4595"
"2016-03","310 x 120","13604","4595"
"2016-03","320 x 160","48","4595"
"2016-03","320 x 25","970092","4595"
"2016-03","320 x 26","28752","4595"
"2016-03","320 x 30","7808434","4595"
"2016-03","320 x 50","316562301","4595"
"2016-03","350 x 50","197897","4595"
"2016-03","360 x 150","9671461","4595"
"2016-03","360 x 50","2381544","4595"
"2016-03","370 x 220","2836790","4595"
"2016-03","4 x 4","1","4595"
"2016-03","400 x 50","1011935","4595"
"2016-03","468 x 60","1712989","4595"
"2016-03","470 x 200","20","4595"
"2016-03","470 x 55","141824","4595"
"2016-03","502 x 100","37443","4595"
"2016-03","535 x 40","1","4595"
"2016-03","600 x 60","886429","4595"
"2016-03","600 x 74","458629","4595"
"2016-03","616 x 156","325146","4595"
"2016-03","620 x 140","1145185","4595"
"2016-03","636 x 409","199508","4595"
"2016-03","636 x 60","232265","4595"
"2016-03","64 x 32","2730532","4595"
"2016-03","640 x 35","283946","4595"
"2016-03","640 x 360v","39460526","4595"
"2016-03","650 x 100","596","4595"
"2016-03","650 x 137","3168397","4595"
"2016-03","650 x 60","683969","4595"
"2016-03","650 x 80","5586","4595"
"2016-03","700 x 150","5277","4595"
"2016-03","720 x 300","156075","4595"
"2016-03","728 x 90","195135800","4595"
"2016-03","75 x 23","195","4595"
"2016-03","75 x 40","9731","4595"
"2016-03","758 x 100","80622","4595"
"2016-03","768 x 1024","7776","4595"
"2016-03","780 x 60","42413","4595"
"2016-03","880 x 60","230839","4595"
"2016-03","920 x 60","380","4595"
"2016-03","940 x 700","3285","4595"
"2016-03","940 x 90","232744","4595"
"2016-03","943 x 523","7187560","4595"
"2016-03","960 x 150","9772","4595"
"2016-03","960 x 50","1590253","4595"
"2016-03","960 x 60","3641193","4595"
"2016-03","960 x 700","4409","4595"
"2016-03","960 x 75","2","4595"
"2016-03","960 x 90","13224","4595"
"2016-03","970 x 60","17554","4595"
"2016-03","970 x 700","1","4595"
"2016-03","970 x 90","4132890","4595"
"2016-03","980 x 40","981","4595"
"2016-03","980 x 50","698010","4595"
"2016-03","980 x 60","303","4595"
"2016-03","980 x 65","13876","4595"
"2016-03","980 x 700","157511","4595"
"2016-03","980 x 90","521914","4595"
"2016-03","981 x 700","6492","4595"
"2016-03","985 x 50","3358175","4595"
"2016-03","991 x 700","2656","4595"
"2016-03","Out-of-page","2246247","4595"
"2016-04","1 x 1","24209514","4595"
"2016-04","1 x 3","10316681","4595"
"2016-04","1 x 4","7","4595"
"2016-04","1 x 5","289273","4595"
"2016-04","1 x 7","18783","4595"
"2016-04","100 x 20","1065249","4595"
"2016-04","100 x 22","212380","4595"
"2016-04","100 x 30","206953","4595"
"2016-04","1000 x 509","8596","4595"
"2016-04","1000 x 700","19837","4595"
"2016-04","1024 x 120","115","4595"
"2016-04","1024 x 66","74981","4595"
"2016-04","1024 x 768","11876","4595"
"2016-04","104 x 30","1150","4595"
"2016-04","110 x 27","2307770","4595"
"2016-04","115 x 130","7151","4595"
"2016-04","120 x 40","48657","4595"
"2016-04","120 x 60","7490973","4595"
"2016-04","120 x 90","94650","4595"
"2016-04","125 x 35","2","4595"
"2016-04","130 x 45","138548","4595"
"2016-04","135 x 20","1789728","4595"
"2016-04","135 x 50","9443","4595"
"2016-04","140 x 30","11726170","4595"
"2016-04","145 x 22","1737274","4595"
"2016-04","150 x 20","2382155","4595"
"2016-04","150 x 22","599810","4595"
"2016-04","150 x 25","612232","4595"
"2016-04","150 x 30","432899","4595"
"2016-04","150 x 37","1144","4595"
"2016-04","150 x 40","374381","4595"
"2016-04","150 x 42","39609","4595"
"2016-04","150 x 45","2010131","4595"
"2016-04","150 x 50","846409","4595"
"2016-04","160 x 150","3579777","4595"
"2016-04","160 x 160","36259","4595"
"2016-04","160 x 600","28555025","4595"
"2016-04","165 x 45","295012","4595"
"2016-04","168 x 28","2","4595"
"2016-04","170 x 20","2866707","4595"
"2016-04","170 x 30","88561","4595"
"2016-04","170 x 40","37108","4595"
"2016-04","170 x 60","57","4595"
"2016-04","180 x 150","24499064","4595"
"2016-04","180 x 20","479932","4595"
"2016-04","180 x 30","2601425","4595"
"2016-04","180 x 40","1275","4595"
"2016-04","180 x 52","85688","4595"
"2016-04","195 x 22","28","4595"
"2016-04","196 x 27","800391","4595"
"2016-04","200 x 12","3584501","4595"
"2016-04","200 x 160","103186","4595"
"2016-04","200 x 20","2750795","4595"
"2016-04","200 x 30","1301","4595"
"2016-04","200 x 40","1241293","4595"
"2016-04","200 x 45","177205","4595"
"2016-04","200 x 50","231841","4595"
"2016-04","200 x 90","1468170","4595"
"2016-04","210 x 50","2857","4595"
"2016-04","215 x 122","414521","4595"
"2016-04","220 x 30","24142966","4595"
"2016-04","220 x 90","26894092","4595"
"2016-04","226 x 26","507583","4595"
"2016-04","226 x 90","25439430","4595"
"2016-04","230 x 45","130550","4595"
"2016-04","230 x 80","10482","4595"
"2016-04","230 x 90","3230334","4595"
"2016-04","234 x 60","10022752","4595"
"2016-04","235 x 15","14786679","4595"
"2016-04","235 x 16","1707850","4595"
"2016-04","235 x 90","7688400","4595"
"2016-04","240 x 50","30965","4595"
"2016-04","250 x 208","94278","4595"
"2016-04","250 x 45","1","4595"
"2016-04","260 x 53","716367","4595"
"2016-04","265 x 22","4977582","4595"
"2016-04","280 x 100","30262934","4595"
"2016-04","292 x 60","455758","4595"
"2016-04","298 x 75","873524","4595"
"2016-04","3 x 3","114310680","4595"
"2016-04","3 x 4","1","4595"
"2016-04","3 x 5","277076","4595"
"2016-04","300 x 100","61274509","4595"
"2016-04","300 x 150","5106124","4595"
"2016-04","300 x 180","2091369","4595"
"2016-04","300 x 200","113","4595"
"2016-04","300 x 250","284302363","4595"
"2016-04","300 x 30","7394","4595"
"2016-04","300 x 325","310334","4595"
"2016-04","300 x 40","23328","4595"
"2016-04","300 x 50","7166087","4595"
"2016-04","300 x 600","5944561","4595"
"2016-04","310 x 120","1","4595"
"2016-04","320 x 25","32048953","4595"
"2016-04","320 x 26","28661","4595"
"2016-04","320 x 30","211877","4595"
"2016-04","320 x 50","383877825","4595"
"2016-04","350 x 50","272173","4595"
"2016-04","360 x 150","10926167","4595"
"2016-04","360 x 50","3142972","4595"
"2016-04","370 x 220","2946289","4595"
"2016-04","4 x 4","2","4595"
"2016-04","400 x 50","3540","4595"
"2016-04","400 x 55","42","4595"
"2016-04","468 x 60","1376089","4595"
"2016-04","470 x 200","12","4595"
"2016-04","470 x 55","17249950","4595"
"2016-04","502 x 100","36727","4595"
"2016-04","535 x 40","3","4595"
"2016-04","600 x 60","756442","4595"
"2016-04","600 x 74","364203","4595"
"2016-04","616 x 156","471911","4595"
"2016-04","620 x 140","1296912","4595"
"2016-04","636 x 409","191571","4595"
"2016-04","636 x 60","461161","4595"
"2016-04","64 x 32","15495427","4595"
"2016-04","640 x 35","332195","4595"
"2016-04","640 x 360v","61174726","4595"
"2016-04","650 x 100","2773","4595"
"2016-04","650 x 137","3329818","4595"
"2016-04","650 x 60","427952","4595"
"2016-04","650 x 80","2272","4595"
"2016-04","700 x 150","44","4595"
"2016-04","720 x 300","207694","4595"
"2016-04","728 x 90","204630978","4595"
"2016-04","75 x 23","1113","4595"
"2016-04","75 x 40","33981","4595"
"2016-04","758 x 100","76432","4595"
"2016-04","768 x 1024","7675","4595"
"2016-04","780 x 60","51403","4595"
"2016-04","880 x 60","213313","4595"
"2016-04","920 x 60","1833","4595"
"2016-04","940 x 700","1850","4595"
"2016-04","940 x 90","334620","4595"
"2016-04","943 x 523","6290351","4595"
"2016-04","960 x 150","42663","4595"
"2016-04","960 x 50","1534796","4595"
"2016-04","960 x 60","7455904","4595"
"2016-04","960 x 700","450","4595"
"2016-04","960 x 90","7388","4595"
"2016-04","970 x 60","614039","4595"
"2016-04","970 x 90","1116658","4595"
"2016-04","980 x 50","524910","4595"
"2016-04","980 x 60","51392","4595"
"2016-04","980 x 65","3","4595"
"2016-04","980 x 700","291446","4595"
"2016-04","980 x 90","422663","4595"
"2016-04","981 x 700","3274","4595"
"2016-04","985 x 50","62000","4595"
"2016-04","991 x 700","2937","4595"
"2016-04","Out-of-page","4761965","4595"
"2016-05","1 x 1","10160708","4595"
"2016-05","1 x 3","3477892","4595"
"2016-05","1 x 5","26403","4595"
"2016-05","1 x 6","12374","4595"
"2016-05","100 x 20","1893","4595"
"2016-05","100 x 22","402826","4595"
"2016-05","100 x 30","202588","4595"
"2016-05","1000 x 509","26870","4595"
"2016-05","1000 x 700","54334","4595"
"2016-05","1024 x 120","8","4595"
"2016-05","1024 x 66","110151","4595"
"2016-05","1024 x 768","14129","4595"
"2016-05","104 x 30","984","4595"
"2016-05","110 x 27","1468957","4595"
"2016-05","115 x 130","6716","4595"
"2016-05","120 x 40","77897","4595"
"2016-05","120 x 60","6619304","4595"
"2016-05","120 x 90","78281","4595"
"2016-05","125 x 35","1","4595"
"2016-05","130 x 45","117649","4595"
"2016-05","130 x 55","2607867","4595"
"2016-05","135 x 20","1650522","4595"
"2016-05","135 x 50","29328","4595"
"2016-05","140 x 30","10188171","4595"
"2016-05","145 x 22","1448028","4595"
"2016-05","150 x 20","2326595","4595"
"2016-05","150 x 22","565624","4595"
"2016-05","150 x 25","522237","4595"
"2016-05","150 x 30","412496","4595"
"2016-05","150 x 37","979","4595"
"2016-05","150 x 40","199639","4595"
"2016-05","150 x 42","24443","4595"
